fipstate_mapped,county,naics,est,proportion_male,proportion_female,male_pop,female_pop
ALABAMA,Autauga County,Educational Services,6,6249.5,6147.166666666667,37497,36883
ALABAMA,Autauga County,Other (Except Public Admin),69,543.4347826086956,534.536231884058,37497,36883
ALABAMA,Baldwin County,Educational Services,49,765.2448979591836,752.7142857142857,37497,36883
ALABAMA,Baldwin County,Other (Except Public Admin),249,150.59036144578315,148.12449799196787,37497,36883
ALABAMA,Barbour County,Educational Services,5,7499.4,7376.6,37497,36883
ALABAMA,Barbour County,Other (Except Public Admin),26,1442.1923076923076,1418.576923076923,37497,36883
ALABAMA,Bibb County,Educational Services,4,9374.25,9220.75,37497,36883
ALABAMA,Bibb County,Other (Except Public Admin),21,1785.5714285714287,1756.3333333333333,37497,36883
ALABAMA,Blount County,Educational Services,3,12499.0,12294.333333333334,37497,36883
ALABAMA,Blount County,Other (Except Public Admin),42,892.7857142857143,878.1666666666666,37497,36883
ALABAMA,Bullock County,Other (Except Public Admin),10,3749.7,3688.3,37497,36883
ALABAMA,Butler County,Other (Except Public Admin),20,1874.85,1844.15,37497,36883
ALABAMA,Calhoun County,Educational Services,16,2343.5625,2305.1875,37497,36883
ALABAMA,Calhoun County,Other (Except Public Admin),160,234.35625,230.51875,37497,36883
ALABAMA,Chambers County,Educational Services,3,12499.0,12294.333333333334,37497,36883
ALABAMA,Chambers County,Other (Except Public Admin),64,585.890625,576.296875,37497,36883
ALABAMA,Cherokee County,Other (Except Public Admin),27,1388.7777777777778,1366.037037037037,37497,36883
ALABAMA,Chilton County,Other (Except Public Admin),72,520.7916666666666,512.2638888888889,37497,36883
ALABAMA,Choctaw County,Other (Except Public Admin),29,1293.0,1271.8275862068965,37497,36883
ALABAMA,Clarke County,Educational Services,5,7499.4,7376.6,37497,36883
ALABAMA,Clarke County,Other (Except Public Admin),39,961.4615384615385,945.7179487179487,37497,36883
ALABAMA,Clay County,Other (Except Public Admin),17,2205.705882352941,2169.5882352941176,37497,36883
ALABAMA,Cleburne County,Other (Except Public Admin),13,2884.3846153846152,2837.153846153846,37497,36883
ALABAMA,Coffee County,Educational Services,12,3124.75,3073.5833333333335,37497,36883
ALABAMA,Coffee County,Other (Except Public Admin),71,528.1267605633802,519.4788732394367,37497,36883
ALABAMA,Colbert County,Educational Services,5,7499.4,7376.6,37497,36883
ALABAMA,Colbert County,Other (Except Public Admin),83,451.7710843373494,444.3734939759036,37497,36883
ALABAMA,Conecuh County,Other (Except Public Admin),9,4166.333333333333,4098.111111111111,37497,36883
ALABAMA,Coosa County,Other (Except Public Admin),10,3749.7,3688.3,37497,36883
ALABAMA,Covington County,Educational Services,4,9374.25,9220.75,37497,36883
ALABAMA,Covington County,Other (Except Public Admin),45,833.2666666666667,819.6222222222223,37497,36883
ALABAMA,Crenshaw County,Other (Except Public Admin),15,2499.8,2458.866666666667,37497,36883
ALABAMA,Cullman County,Educational Services,14,2678.3571428571427,2634.5,37497,36883
ALABAMA,Cullman County,Other (Except Public Admin),90,416.6333333333333,409.81111111111113,37497,36883
ALABAMA,Dale County,Educational Services,11,3408.818181818182,3353.0,37497,36883
ALABAMA,Dale County,Other (Except Public Admin),55,681.7636363636364,670.6,37497,36883
ALABAMA,Dallas County,Educational Services,5,7499.4,7376.6,37497,36883
ALABAMA,Dallas County,Other (Except Public Admin),58,646.5,635.9137931034483,37497,36883
ALABAMA,DeKalb County,Educational Services,4,9374.25,9220.75,37497,36883
ALABAMA,DeKalb County,Other (Except Public Admin),67,559.6567164179105,550.4925373134329,37497,36883
ALABAMA,Elmore County,Educational Services,8,4687.125,4610.375,37497,36883
ALABAMA,Elmore County,Other (Except Public Admin),92,407.57608695652175,400.9021739130435,37497,36883
ALABAMA,Escambia County,Other (Except Public Admin),59,635.542372881356,625.1355932203389,37497,36883
ALABAMA,Etowah County,Educational Services,8,4687.125,4610.375,37497,36883
ALABAMA,Etowah County,Other (Except Public Admin),148,253.3581081081081,249.20945945945945,37497,36883
ALABAMA,Fayette County,Other (Except Public Admin),15,2499.8,2458.866666666667,37497,36883
ALABAMA,Franklin County,Other (Except Public Admin),27,1388.7777777777778,1366.037037037037,37497,36883
ALABAMA,Geneva County,Other (Except Public Admin),24,1562.375,1536.7916666666667,37497,36883
ALABAMA,Greene County,Other (Except Public Admin),7,5356.714285714285,5269.0,37497,36883
ALABAMA,Hale County,Educational Services,3,12499.0,12294.333333333334,37497,36883
ALABAMA,Hale County,Other (Except Public Admin),10,3749.7,3688.3,37497,36883
ALABAMA,Henry County,Educational Services,3,12499.0,12294.333333333334,37497,36883
ALABAMA,Henry County,Other (Except Public Admin),27,1388.7777777777778,1366.037037037037,37497,36883
ALABAMA,Houston County,Educational Services,23,1630.304347826087,1603.608695652174,37497,36883
ALABAMA,Houston County,Other (Except Public Admin),114,328.92105263157896,323.53508771929825,37497,36883
ALABAMA,Jackson County,Other (Except Public Admin),50,749.94,737.66,37497,36883
ALABAMA,Jefferson County,Educational Services,183,204.9016393442623,201.54644808743168,37497,36883
ALABAMA,Jefferson County,Other (Except Public Admin),937,40.018143009605126,39.36286019210245,37497,36883
ALABAMA,Lamar County,Other (Except Public Admin),14,2678.3571428571427,2634.5,37497,36883
ALABAMA,Lauderdale County,Educational Services,15,2499.8,2458.866666666667,37497,36883
ALABAMA,Lauderdale County,Other (Except Public Admin),129,290.6744186046512,285.91472868217056,37497,36883
ALABAMA,Lawrence County,Other (Except Public Admin),35,1071.3428571428572,1053.8,37497,36883
ALABAMA,Lee County,Educational Services,32,1171.78125,1152.59375,37497,36883
ALABAMA,Lee County,Other (Except Public Admin),141,265.93617021276594,261.58156028368796,37497,36883
ALABAMA,Limestone County,Educational Services,12,3124.75,3073.5833333333335,37497,36883
ALABAMA,Limestone County,Other (Except Public Admin),86,436.01162790697674,428.8720930232558,37497,36883
ALABAMA,Lowndes County,Other (Except Public Admin),6,6249.5,6147.166666666667,37497,36883
ALABAMA,Macon County,Educational Services,3,12499.0,12294.333333333334,37497,36883
ALABAMA,Macon County,Other (Except Public Admin),17,2205.705882352941,2169.5882352941176,37497,36883
ALABAMA,Madison County,Educational Services,118,317.771186440678,312.56779661016947,37497,36883
ALABAMA,Madison County,Other (Except Public Admin),374,100.25935828877006,98.61764705882354,37497,36883
ALABAMA,Marengo County,Other (Except Public Admin),30,1249.9,1229.4333333333334,37497,36883
ALABAMA,Marion County,Other (Except Public Admin),27,1388.7777777777778,1366.037037037037,37497,36883
ALABAMA,Marshall County,Educational Services,11,3408.818181818182,3353.0,37497,36883
ALABAMA,Marshall County,Other (Except Public Admin),87,431.0,423.9425287356322,37497,36883
ALABAMA,Mobile County,Educational Services,92,407.57608695652175,400.9021739130435,37497,36883
ALABAMA,Mobile County,Other (Except Public Admin),445,84.2629213483146,82.88314606741574,37497,36883
ALABAMA,Monroe County,Educational Services,3,12499.0,12294.333333333334,37497,36883
ALABAMA,Monroe County,Other (Except Public Admin),30,1249.9,1229.4333333333334,37497,36883
ALABAMA,Montgomery County,Educational Services,80,468.7125,461.0375,37497,36883
ALABAMA,Montgomery County,Other (Except Public Admin),349,107.44126074498567,105.68194842406876,37497,36883
ALABAMA,Morgan County,Educational Services,18,2083.1666666666665,2049.0555555555557,37497,36883
ALABAMA,Morgan County,Other (Except Public Admin),140,267.8357142857143,263.45,37497,36883
ALABAMA,Perry County,Educational Services,4,9374.25,9220.75,37497,36883
ALABAMA,Perry County,Other (Except Public Admin),10,3749.7,3688.3,37497,36883
ALABAMA,Pickens County,Other (Except Public Admin),21,1785.5714285714287,1756.3333333333333,37497,36883
ALABAMA,Pike County,Educational Services,5,7499.4,7376.6,37497,36883
ALABAMA,Pike County,Other (Except Public Admin),36,1041.5833333333333,1024.5277777777778,37497,36883
ALABAMA,Randolph County,Other (Except Public Admin),23,1630.304347826087,1603.608695652174,37497,36883
ALABAMA,Russell County,Educational Services,7,5356.714285714285,5269.0,37497,36883
ALABAMA,Russell County,Other (Except Public Admin),60,624.95,614.7166666666667,37497,36883
ALABAMA,Shelby County,Educational Services,72,520.7916666666666,512.2638888888889,37497,36883
ALABAMA,Shelby County,Other (Except Public Admin),212,176.87264150943398,173.97641509433961,37497,36883
ALABAMA,St. Clair County,Educational Services,8,4687.125,4610.375,37497,36883
ALABAMA,St. Clair County,Other (Except Public Admin),75,499.96,491.7733333333333,37497,36883
ALABAMA,Sumter County,Other (Except Public Admin),14,2678.3571428571427,2634.5,37497,36883
ALABAMA,Talladega County,Educational Services,7,5356.714285714285,5269.0,37497,36883
ALABAMA,Talladega County,Other (Except Public Admin),97,386.5670103092784,380.2371134020619,37497,36883
ALABAMA,Tallapoosa County,Educational Services,3,12499.0,12294.333333333334,37497,36883
ALABAMA,Tallapoosa County,Other (Except Public Admin),60,624.95,614.7166666666667,37497,36883
ALABAMA,Tuscaloosa County,Educational Services,27,1388.7777777777778,1366.037037037037,37497,36883
ALABAMA,Tuscaloosa County,Other (Except Public Admin),216,173.59722222222223,170.75462962962962,37497,36883
ALABAMA,Walker County,Educational Services,7,5356.714285714285,5269.0,37497,36883
ALABAMA,Walker County,Other (Except Public Admin),93,403.19354838709677,396.59139784946234,37497,36883
ALABAMA,Washington County,Other (Except Public Admin),27,1388.7777777777778,1366.037037037037,37497,36883
ALABAMA,Wilcox County,Other (Except Public Admin),11,3408.818181818182,3353.0,37497,36883
ALABAMA,Winston County,Other (Except Public Admin),23,1630.304347826087,1603.608695652174,37497,36883
ALASKA,Aleutians East Borough,Other (Except Public Admin),3,231.66666666666666,158.0,695,474
ALASKA,Aleutians West Census Area,Other (Except Public Admin),5,139.0,94.8,695,474
ALASKA,Anchorage Borough,Educational Services,111,6.261261261261262,4.27027027027027,695,474
ALASKA,Anchorage Borough,Other (Except Public Admin),391,1.7774936061381075,1.2122762148337596,695,474
ALASKA,Bethel Census Area,Educational Services,5,139.0,94.8,695,474
ALASKA,Bethel Census Area,Other (Except Public Admin),7,99.28571428571429,67.71428571428571,695,474
ALASKA,Dillingham Census Area,Other (Except Public Admin),3,231.66666666666666,158.0,695,474
ALASKA,Fairbanks North Star Borough,Educational Services,39,17.82051282051282,12.153846153846153,695,474
ALASKA,Fairbanks North Star Borough,Other (Except Public Admin),100,6.95,4.74,695,474
ALASKA,Haines Borough,Educational Services,3,231.66666666666666,158.0,695,474
ALASKA,Haines Borough,Other (Except Public Admin),7,99.28571428571429,67.71428571428571,695,474
ALASKA,Juneau Borough,Educational Services,20,34.75,23.7,695,474
ALASKA,Juneau Borough,Other (Except Public Admin),56,12.410714285714286,8.464285714285714,695,474
ALASKA,Kenai Peninsula Borough,Educational Services,30,23.166666666666668,15.8,695,474
ALASKA,Kenai Peninsula Borough,Other (Except Public Admin),100,6.95,4.74,695,474
ALASKA,Ketchikan Gateway Borough,Educational Services,6,115.83333333333333,79.0,695,474
ALASKA,Ketchikan Gateway Borough,Other (Except Public Admin),24,28.958333333333332,19.75,695,474
ALASKA,Kodiak Island Borough,Educational Services,4,173.75,118.5,695,474
ALASKA,Kodiak Island Borough,Other (Except Public Admin),22,31.59090909090909,21.545454545454547,695,474
ALASKA,Lake and Peninsula Borough,Other (Except Public Admin),3,231.66666666666666,158.0,695,474
ALASKA,Matanuska-Susitna Borough,Educational Services,32,21.71875,14.8125,695,474
ALASKA,Matanuska-Susitna Borough,Other (Except Public Admin),100,6.95,4.74,695,474
ALASKA,Nome Census Area,Other (Except Public Admin),11,63.18181818181818,43.09090909090909,695,474
ALASKA,North Slope Borough,Other (Except Public Admin),7,99.28571428571429,67.71428571428571,695,474
ALASKA,Northwest Arctic Borough,Other (Except Public Admin),8,86.875,59.25,695,474
ALASKA,Sitka Borough,Educational Services,8,86.875,59.25,695,474
ALASKA,Sitka Borough,Other (Except Public Admin),15,46.333333333333336,31.6,695,474
ALASKA,Southeast Fairbanks Census Area,Educational Services,5,139.0,94.8,695,474
ALASKA,Southeast Fairbanks Census Area,Other (Except Public Admin),7,99.28571428571429,67.71428571428571,695,474
ALASKA,Valdez-Cordova Census Area,Educational Services,3,231.66666666666666,158.0,695,474
ALASKA,Valdez-Cordova Census Area,Other (Except Public Admin),20,34.75,23.7,695,474
ALASKA,Yukon-Koyukuk Census Area,Other (Except Public Admin),4,173.75,118.5,695,474
ARIZONA,Apache County,Educational Services,6,1999.1666666666667,1890.1666666666667,11995,11341
ARIZONA,Apache County,Other (Except Public Admin),25,479.8,453.64,11995,11341
ARIZONA,Cochise County,Educational Services,24,499.7916666666667,472.5416666666667,11995,11341
ARIZONA,Cochise County,Other (Except Public Admin),115,104.30434782608695,98.61739130434782,11995,11341
ARIZONA,Coconino County,Educational Services,46,260.7608695652174,246.54347826086956,11995,11341
ARIZONA,Coconino County,Other (Except Public Admin),152,78.91447368421052,74.61184210526316,11995,11341
ARIZONA,Gila County,Educational Services,9,1332.7777777777778,1260.111111111111,11995,11341
ARIZONA,Gila County,Other (Except Public Admin),50,239.9,226.82,11995,11341
ARIZONA,Graham County,Educational Services,7,1713.5714285714287,1620.142857142857,11995,11341
ARIZONA,Graham County,Other (Except Public Admin),17,705.5882352941177,667.1176470588235,11995,11341
ARIZONA,Greenlee County,Other (Except Public Admin),5,2399.0,2268.2,11995,11341
ARIZONA,La Paz County,Other (Except Public Admin),14,856.7857142857143,810.0714285714286,11995,11341
ARIZONA,Maricopa County,Educational Services,1668,7.1912470023980815,6.79916067146283,11995,11341
ARIZONA,Maricopa County,Other (Except Public Admin),2183,5.494732020155749,5.195144296839212,11995,11341
ARIZONA,Mohave County,Educational Services,25,479.8,453.64,11995,11341
ARIZONA,Mohave County,Other (Except Public Admin),117,102.52136752136752,96.93162393162393,11995,11341
ARIZONA,Navajo County,Educational Services,19,631.3157894736842,596.8947368421053,11995,11341
ARIZONA,Navajo County,Other (Except Public Admin),81,148.08641975308643,140.01234567901236,11995,11341
ARIZONA,Pima County,Educational Services,356,33.693820224719104,31.85674157303371,11995,11341
ARIZONA,Pima County,Other (Except Public Admin),667,17.98350824587706,17.002998500749626,11995,11341
ARIZONA,Pinal County,Educational Services,51,235.19607843137254,222.37254901960785,11995,11341
ARIZONA,Pinal County,Other (Except Public Admin),146,82.15753424657534,77.67808219178082,11995,11341
ARIZONA,Santa Cruz County,Educational Services,10,1199.5,1134.1,11995,11341
ARIZONA,Santa Cruz County,Other (Except Public Admin),29,413.62068965517244,391.0689655172414,11995,11341
ARIZONA,Yavapai County,Educational Services,90,133.27777777777777,126.0111111111111,11995,11341
ARIZONA,Yavapai County,Other (Except Public Admin),194,61.829896907216494,58.45876288659794,11995,11341
ARIZONA,Yuma County,Educational Services,25,479.8,453.64,11995,11341
ARIZONA,Yuma County,Other (Except Public Admin),90,133.27777777777777,126.0111111111111,11995,11341
ARKANSAS,Arkansas County,Educational Services,3,3044.6666666666665,2876.6666666666665,9134,8630
ARKANSAS,Arkansas County,Other (Except Public Admin),30,304.46666666666664,287.6666666666667,9134,8630
ARKANSAS,Ashley County,Other (Except Public Admin),29,314.9655172413793,297.58620689655174,9134,8630
ARKANSAS,Baxter County,Educational Services,5,1826.8,1726.0,9134,8630
ARKANSAS,Baxter County,Other (Except Public Admin),43,212.41860465116278,200.69767441860466,9134,8630
ARKANSAS,Benton County,Educational Services,97,94.16494845360825,88.96907216494846,9134,8630
ARKANSAS,Benton County,Other (Except Public Admin),235,38.86808510638298,36.723404255319146,9134,8630
ARKANSAS,Boone County,Educational Services,3,3044.6666666666665,2876.6666666666665,9134,8630
ARKANSAS,Boone County,Other (Except Public Admin),50,182.68,172.6,9134,8630
ARKANSAS,Bradley County,Other (Except Public Admin),18,507.44444444444446,479.44444444444446,9134,8630
ARKANSAS,Calhoun County,Other (Except Public Admin),7,1304.857142857143,1232.857142857143,9134,8630
ARKANSAS,Carroll County,Educational Services,7,1304.857142857143,1232.857142857143,9134,8630
ARKANSAS,Carroll County,Other (Except Public Admin),46,198.56521739130434,187.6086956521739,9134,8630
ARKANSAS,Chicot County,Other (Except Public Admin),11,830.3636363636364,784.5454545454545,9134,8630
ARKANSAS,Clark County,Educational Services,8,1141.75,1078.75,9134,8630
ARKANSAS,Clark County,Other (Except Public Admin),46,198.56521739130434,187.6086956521739,9134,8630
ARKANSAS,Clay County,Other (Except Public Admin),25,365.36,345.2,9134,8630
ARKANSAS,Cleburne County,Other (Except Public Admin),39,234.2051282051282,221.28205128205127,9134,8630
ARKANSAS,Cleveland County,Other (Except Public Admin),7,1304.857142857143,1232.857142857143,9134,8630
ARKANSAS,Columbia County,Educational Services,4,2283.5,2157.5,9134,8630
ARKANSAS,Columbia County,Other (Except Public Admin),35,260.9714285714286,246.57142857142858,9134,8630
ARKANSAS,Conway County,Educational Services,7,1304.857142857143,1232.857142857143,9134,8630
ARKANSAS,Conway County,Other (Except Public Admin),27,338.2962962962963,319.6296296296296,9134,8630
ARKANSAS,Craighead County,Educational Services,25,365.36,345.2,9134,8630
ARKANSAS,Craighead County,Other (Except Public Admin),97,94.16494845360825,88.96907216494846,9134,8630
ARKANSAS,Crawford County,Educational Services,5,1826.8,1726.0,9134,8630
ARKANSAS,Crawford County,Other (Except Public Admin),46,198.56521739130434,187.6086956521739,9134,8630
ARKANSAS,Crittenden County,Educational Services,4,2283.5,2157.5,9134,8630
ARKANSAS,Crittenden County,Other (Except Public Admin),44,207.5909090909091,196.13636363636363,9134,8630
ARKANSAS,Cross County,Other (Except Public Admin),27,338.2962962962963,319.6296296296296,9134,8630
ARKANSAS,Dallas County,Other (Except Public Admin),14,652.4285714285714,616.4285714285714,9134,8630
ARKANSAS,Desha County,Other (Except Public Admin),20,456.7,431.5,9134,8630
ARKANSAS,Drew County,Other (Except Public Admin),20,456.7,431.5,9134,8630
ARKANSAS,Faulkner County,Educational Services,33,276.7878787878788,261.5151515151515,9134,8630
ARKANSAS,Faulkner County,Other (Except Public Admin),114,80.12280701754386,75.70175438596492,9134,8630
ARKANSAS,Franklin County,Educational Services,4,2283.5,2157.5,9134,8630
ARKANSAS,Franklin County,Other (Except Public Admin),25,365.36,345.2,9134,8630
ARKANSAS,Fulton County,Other (Except Public Admin),11,830.3636363636364,784.5454545454545,9134,8630
ARKANSAS,Garland County,Educational Services,28,326.2142857142857,308.2142857142857,9134,8630
ARKANSAS,Garland County,Other (Except Public Admin),124,73.66129032258064,69.59677419354838,9134,8630
ARKANSAS,Grant County,Other (Except Public Admin),24,380.5833333333333,359.5833333333333,9134,8630
ARKANSAS,Greene County,Educational Services,5,1826.8,1726.0,9134,8630
ARKANSAS,Greene County,Other (Except Public Admin),44,207.5909090909091,196.13636363636363,9134,8630
ARKANSAS,Hempstead County,Educational Services,3,3044.6666666666665,2876.6666666666665,9134,8630
ARKANSAS,Hempstead County,Other (Except Public Admin),24,380.5833333333333,359.5833333333333,9134,8630
ARKANSAS,Hot Spring County,Educational Services,6,1522.3333333333333,1438.3333333333333,9134,8630
ARKANSAS,Hot Spring County,Other (Except Public Admin),41,222.78048780487805,210.4878048780488,9134,8630
ARKANSAS,Howard County,Other (Except Public Admin),15,608.9333333333333,575.3333333333334,9134,8630
ARKANSAS,Independence County,Educational Services,6,1522.3333333333333,1438.3333333333333,9134,8630
ARKANSAS,Independence County,Other (Except Public Admin),50,182.68,172.6,9134,8630
ARKANSAS,Izard County,Other (Except Public Admin),17,537.2941176470588,507.6470588235294,9134,8630
ARKANSAS,Jackson County,Other (Except Public Admin),22,415.1818181818182,392.27272727272725,9134,8630
ARKANSAS,Jefferson County,Educational Services,8,1141.75,1078.75,9134,8630
ARKANSAS,Jefferson County,Other (Except Public Admin),94,97.17021276595744,91.80851063829788,9134,8630
ARKANSAS,Johnson County,Other (Except Public Admin),22,415.1818181818182,392.27272727272725,9134,8630
ARKANSAS,Lafayette County,Educational Services,4,2283.5,2157.5,9134,8630
ARKANSAS,Lafayette County,Other (Except Public Admin),5,1826.8,1726.0,9134,8630
ARKANSAS,Lawrence County,Educational Services,3,3044.6666666666665,2876.6666666666665,9134,8630
ARKANSAS,Lawrence County,Other (Except Public Admin),15,608.9333333333333,575.3333333333334,9134,8630
ARKANSAS,Lee County,Other (Except Public Admin),9,1014.8888888888889,958.8888888888889,9134,8630
ARKANSAS,Lincoln County,Other (Except Public Admin),7,1304.857142857143,1232.857142857143,9134,8630
ARKANSAS,Little River County,Other (Except Public Admin),19,480.7368421052632,454.2105263157895,9134,8630
ARKANSAS,Logan County,Other (Except Public Admin),31,294.64516129032256,278.38709677419354,9134,8630
ARKANSAS,Lonoke County,Educational Services,9,1014.8888888888889,958.8888888888889,9134,8630
ARKANSAS,Lonoke County,Other (Except Public Admin),57,160.24561403508773,151.40350877192984,9134,8630
ARKANSAS,Madison County,Other (Except Public Admin),10,913.4,863.0,9134,8630
ARKANSAS,Marion County,Other (Except Public Admin),16,570.875,539.375,9134,8630
ARKANSAS,Miller County,Educational Services,4,2283.5,2157.5,9134,8630
ARKANSAS,Miller County,Other (Except Public Admin),48,190.29166666666666,179.79166666666666,9134,8630
ARKANSAS,Mississippi County,Educational Services,4,2283.5,2157.5,9134,8630
ARKANSAS,Mississippi County,Other (Except Public Admin),45,202.9777777777778,191.77777777777777,9134,8630
ARKANSAS,Monroe County,Other (Except Public Admin),9,1014.8888888888889,958.8888888888889,9134,8630
ARKANSAS,Montgomery County,Other (Except Public Admin),6,1522.3333333333333,1438.3333333333333,9134,8630
ARKANSAS,Nevada County,Educational Services,3,3044.6666666666665,2876.6666666666665,9134,8630
ARKANSAS,Nevada County,Other (Except Public Admin),11,830.3636363636364,784.5454545454545,9134,8630
ARKANSAS,Newton County,Other (Except Public Admin),6,1522.3333333333333,1438.3333333333333,9134,8630
ARKANSAS,Ouachita County,Other (Except Public Admin),38,240.3684210526316,227.10526315789474,9134,8630
ARKANSAS,Perry County,Other (Except Public Admin),12,761.1666666666666,719.1666666666666,9134,8630
ARKANSAS,Phillips County,Educational Services,5,1826.8,1726.0,9134,8630
ARKANSAS,Phillips County,Other (Except Public Admin),23,397.1304347826087,375.2173913043478,9134,8630
ARKANSAS,Pike County,Educational Services,3,3044.6666666666665,2876.6666666666665,9134,8630
ARKANSAS,Pike County,Other (Except Public Admin),9,1014.8888888888889,958.8888888888889,9134,8630
ARKANSAS,Poinsett County,Other (Except Public Admin),25,365.36,345.2,9134,8630
ARKANSAS,Polk County,Other (Except Public Admin),35,260.9714285714286,246.57142857142858,9134,8630
ARKANSAS,Pope County,Educational Services,17,537.2941176470588,507.6470588235294,9134,8630
ARKANSAS,Pope County,Other (Except Public Admin),76,120.1842105263158,113.55263157894737,9134,8630
ARKANSAS,Prairie County,Other (Except Public Admin),12,761.1666666666666,719.1666666666666,9134,8630
ARKANSAS,Pulaski County,Educational Services,178,51.31460674157304,48.48314606741573,9134,8630
ARKANSAS,Pulaski County,Other (Except Public Admin),667,13.694152923538232,12.938530734632684,9134,8630
ARKANSAS,Randolph County,Other (Except Public Admin),13,702.6153846153846,663.8461538461538,9134,8630
ARKANSAS,Saline County,Educational Services,18,507.44444444444446,479.44444444444446,9134,8630
ARKANSAS,Saline County,Other (Except Public Admin),88,103.79545454545455,98.06818181818181,9134,8630
ARKANSAS,Scott County,Other (Except Public Admin),12,761.1666666666666,719.1666666666666,9134,8630
ARKANSAS,Searcy County,Other (Except Public Admin),5,1826.8,1726.0,9134,8630
ARKANSAS,Sebastian County,Educational Services,28,326.2142857142857,308.2142857142857,9134,8630
ARKANSAS,Sebastian County,Other (Except Public Admin),116,78.74137931034483,74.39655172413794,9134,8630
ARKANSAS,Sevier County,Other (Except Public Admin),17,537.2941176470588,507.6470588235294,9134,8630
ARKANSAS,Sharp County,Other (Except Public Admin),28,326.2142857142857,308.2142857142857,9134,8630
ARKANSAS,St. Francis County,Other (Except Public Admin),27,338.2962962962963,319.6296296296296,9134,8630
ARKANSAS,Stone County,Other (Except Public Admin),18,507.44444444444446,479.44444444444446,9134,8630
ARKANSAS,Union County,Educational Services,8,1141.75,1078.75,9134,8630
ARKANSAS,Union County,Other (Except Public Admin),85,107.45882352941176,101.52941176470588,9134,8630
ARKANSAS,Van Buren County,Other (Except Public Admin),27,338.2962962962963,319.6296296296296,9134,8630
ARKANSAS,Washington County,Educational Services,60,152.23333333333332,143.83333333333334,9134,8630
ARKANSAS,Washington County,Other (Except Public Admin),209,43.70334928229665,41.291866028708135,9134,8630
ARKANSAS,White County,Educational Services,15,608.9333333333333,575.3333333333334,9134,8630
ARKANSAS,White County,Other (Except Public Admin),80,114.175,107.875,9134,8630
ARKANSAS,Woodruff County,Other (Except Public Admin),11,830.3636363636364,784.5454545454545,9134,8630
ARKANSAS,Yell County,Other (Except Public Admin),25,365.36,345.2,9134,8630
CALIFORNIA,Alameda County,Educational Services,1046,64.80305927342256,56.97992351816443,67784,59601
CALIFORNIA,Alameda County,Other (Except Public Admin),1315,51.5467680608365,45.323954372623575,67784,59601
CALIFORNIA,Alpine County,Other (Except Public Admin),3,22594.666666666668,19867.0,67784,59601
CALIFORNIA,Amador County,Educational Services,4,16946.0,14900.25,67784,59601
CALIFORNIA,Amador County,Other (Except Public Admin),38,1783.7894736842106,1568.4473684210527,67784,59601
CALIFORNIA,Butte County,Educational Services,65,1042.8307692307692,916.9384615384615,67784,59601
CALIFORNIA,Butte County,Other (Except Public Admin),166,408.33734939759034,359.0421686746988,67784,59601
CALIFORNIA,Calaveras County,Educational Services,9,7531.555555555556,6622.333333333333,67784,59601
CALIFORNIA,Calaveras County,Other (Except Public Admin),49,1383.3469387755101,1216.3469387755101,67784,59601
CALIFORNIA,Colusa County,Educational Services,3,22594.666666666668,19867.0,67784,59601
CALIFORNIA,Colusa County,Other (Except Public Admin),15,4518.933333333333,3973.4,67784,59601
CALIFORNIA,Contra Costa County,Educational Services,480,141.21666666666667,124.16875,67784,59601
CALIFORNIA,Contra Costa County,Other (Except Public Admin),616,110.03896103896103,96.75487012987013,67784,59601
CALIFORNIA,Del Norte County,Educational Services,3,22594.666666666668,19867.0,67784,59601
CALIFORNIA,Del Norte County,Other (Except Public Admin),16,4236.5,3725.0625,67784,59601
CALIFORNIA,El Dorado County,Educational Services,63,1075.936507936508,946.047619047619,67784,59601
CALIFORNIA,El Dorado County,Other (Except Public Admin),125,542.272,476.808,67784,59601
CALIFORNIA,Fresno County,Educational Services,196,345.83673469387753,304.08673469387753,67784,59601
CALIFORNIA,Fresno County,Other (Except Public Admin),522,129.8544061302682,114.17816091954023,67784,59601
CALIFORNIA,Glenn County,Educational Services,4,16946.0,14900.25,67784,59601
CALIFORNIA,Glenn County,Other (Except Public Admin),28,2420.8571428571427,2128.6071428571427,67784,59601
CALIFORNIA,Humboldt County,Educational Services,35,1936.6857142857143,1702.8857142857144,67784,59601
CALIFORNIA,Humboldt County,Other (Except Public Admin),139,487.6546762589928,428.7841726618705,67784,59601
CALIFORNIA,Imperial County,Educational Services,15,4518.933333333333,3973.4,67784,59601
CALIFORNIA,Imperial County,Other (Except Public Admin),88,770.2727272727273,677.2840909090909,67784,59601
CALIFORNIA,Inyo County,Educational Services,3,22594.666666666668,19867.0,67784,59601
CALIFORNIA,Inyo County,Other (Except Public Admin),21,3227.809523809524,2838.1428571428573,67784,59601
CALIFORNIA,Kern County,Educational Services,158,429.0126582278481,377.22151898734177,67784,59601
CALIFORNIA,Kern County,Other (Except Public Admin),390,173.8051282051282,152.8230769230769,67784,59601
CALIFORNIA,Kings County,Educational Services,19,3567.5789473684213,3136.8947368421054,67784,59601
CALIFORNIA,Kings County,Other (Except Public Admin),53,1278.9433962264152,1124.5471698113208,67784,59601
CALIFORNIA,Lake County,Educational Services,9,7531.555555555556,6622.333333333333,67784,59601
CALIFORNIA,Lake County,Other (Except Public Admin),45,1506.3111111111111,1324.4666666666667,67784,59601
CALIFORNIA,Lassen County,Educational Services,3,22594.666666666668,19867.0,67784,59601
